Name,TakesOnlineOrders,hastablebooking,Ratings,Votes,Rest_Type,Cuisines,Cost,Type,City,Ratings_null,target
Chumma Delicious,1,0,3.7,237,74,1692,200.0,2,1,0,0
Cool Corner Arun Ice Cream,0,0,3.5,8,29,246,200.0,2,20,0,0
Purani Dilli By Anand Sweets,1,0,4.1,238,13,1193,500.0,4,29,0,1
Blueberry Restaurant,1,0,3.5,48,74,991,400.0,4,14,0,0
Podi Idly,1,0,4.3,650,74,1628,250.0,2,0,0,1
Cinnamon,1,0,3.9,450,13,1027,550.0,2,12,0,1
Baking Delite,0,0,3.7,0,92,218,550.0,2,28,1,0
Cucumber Town,1,0,4.2,310,27,717,600.0,2,28,0,1
Cravy Wings,1,0,4.2,289,74,2391,400.0,2,2,0,1
Corner House Ice Cream,1,0,4.4,825,29,555,400.0,3,24,0,1
Idly Pidly,1,0,3.2,148,74,1628,250.0,4,4,0,0
Calcutta Victoria Chat House,0,0,3.5,217,74,1811,150.0,4,23,0,0
Northwind,0,0,3.9,83,13,2101,650.0,4,7,0,1
Ambur Biriyani Point,0,0,3.6,26,74,2063,150.0,2,2,0,0
Kaayal,1,0,3.2,270,13,703,500.0,2,15,0,0
Oogway Express,1,0,3.7,19,13,2710,600.0,4,8,0,0
Biryani Centre,0,0,3.7,0,74,1628,300.0,4,21,1,0
Gobble Up Churros Cafe,1,0,3.8,38,13,2004,400.0,4,6,0,1
Desi Vibes,1,0,3.7,46,13,999,600.0,2,3,0,0
Hotel Vedha,0,0,3.7,0,74,1730,200.0,4,0,1,0
Sotally Tober,0,1,4.4,4096,12,1068,1200.0,6,3,0,1
Bhandarys Kitchen,1,0,3.6,16,27,917,300.0,2,5,0,0
SnacksGuru,0,0,3.7,0,74,287,250.0,2,11,1,0
Shiv Bargavs Chit Chat,0,0,3.7,0,74,287,200.0,4,23,1,0
Indian Kitchen,0,0,4.2,485,13,1278,1500.0,4,7,0,1
Xtra Cafe,0,0,3.7,0,3,2401,400.0,1,18,1,0
Big Mummy,1,0,4.0,223,74,307,400.0,2,10,0,1
Vegetarea,0,0,3.7,0,92,1628,250.0,2,12,1,0
Haji Ali Juice Centre,1,0,4.0,78,77,404,350.0,4,18,0,1
Monsoon  The Park Bangalore,0,1,4.1,274,39,617,3000.0,0,6,0,1
Food Dig,0,0,3.5,13,74,917,150.0,4,15,0,0
Karavalli Food Court,0,0,3.2,4,13,1628,300.0,2,15,0,0
HOT COFFEE,1,0,4.1,70,74,1660,150.0,2,1,0,1
Bangalore Pub Exchange,0,1,4.2,225,72,104,1000.0,4,6,0,1
Ambur Hot Dum Biryani,0,0,3.0,9,74,2063,200.0,4,8,0,0
Birinz,1,0,4.1,295,13,2097,700.0,4,0,0,1
Sea Horse,0,0,3.4,9,13,1594,500.0,4,24,0,0
Levitate Brewery and Kitchen,0,1,3.7,475,63,467,1500.0,4,25,1,0
Birinz,1,0,3.7,299,13,2097,700.0,4,25,1,0
Omleterian,1,0,3.7,0,74,557,200.0,2,29,1,0
Fujan,1,0,3.6,54,13,2717,700.0,2,6,0,0
Hyderabadi Spice,1,0,4.0,1369,13,2151,600.0,4,21,0,1
Sri Rama Vilas Sweets,0,0,3.8,31,86,832,150.0,3,5,0,1
Barbeque Nation,0,1,4.7,3855,13,1197,1600.0,0,24,0,1
Om Ganesha Juice Centre,0,0,3.7,0,74,658,100.0,4,22,1,0
Jiyo Natural,0,0,3.6,14,27,511,300.0,2,28,0,0
Carnatic,0,1,4.2,170,13,1715,1000.0,4,22,0,1
Right Pizza,1,0,3.7,0,74,1463,300.0,2,1,1,0
Bombay Kulfi,0,0,3.7,0,29,246,150.0,3,15,1,0
Embers  Nandhana Grand Hotel,0,0,3.8,38,13,1430,900.0,0,2,0,1
Yummy Biryani,1,0,3.8,41,74,2063,200.0,4,2,0,1
7 Plates,1,0,3.9,169,74,1310,600.0,2,18,0,1
Moms Momos,1,0,3.6,25,74,2521,100.0,4,0,0,0
Oms Cafe Prana,0,0,3.6,16,3,2401,300.0,4,0,0,0
ABCD  Anybody Can Dine,0,0,3.7,0,74,2575,500.0,4,21,1,0
Ambur Biryani,1,0,3.7,0,74,2063,200.0,4,28,1,0
Avista Cafe Pizzeria,1,1,4.5,506,3,2431,650.0,1,26,0,1
InnerChef,1,0,3.9,152,27,1160,500.0,2,25,0,1
Tandoori Club,1,0,3.8,32,13,1043,750.0,2,14,0,1
B2D Indori Dhaba,0,0,3.7,0,74,917,100.0,2,25,1,0
Burger King,1,0,4.0,1393,74,2233,600.0,2,20,0,1
Petoo,1,0,3.8,178,13,1217,800.0,2,29,0,1
The Bangalore Cafe,0,1,4.2,478,13,861,800.0,3,20,0,1
The Big Grill,0,0,3.4,9,74,1100,400.0,4,8,0,0
Paratha Xpress,1,0,3.5,7,74,999,200.0,2,20,0,0
Bearfoot Cafe,1,0,4.2,177,3,2257,600.0,1,2,0,1
The Lounge  The Chancery Pavilion,0,0,3.7,34,13,2663,2000.0,4,18,0,0
Kanti Bakes  Flakes,1,0,3.7,0,29,254,300.0,3,4,1,0
Ambur Hot Dum Biriyani,0,0,3.7,0,74,2063,250.0,4,7,1,0
McDonalds,1,0,3.8,295,74,312,500.0,4,28,0,1
The Adukkala Restaurant,1,0,3.6,41,13,690,500.0,2,5,0,0
99 Udupi Veg,0,0,3.7,0,74,1730,300.0,4,8,1,0
Seekers Cafe,0,0,3.6,25,13,595,500.0,4,29,0,0
Ashirvaad Grand,1,0,4.0,113,74,2663,400.0,2,0,0,1
Suryawanshi,1,1,4.5,125,13,777,700.0,2,12,0,1
Shammahs,0,0,3.3,21,74,2622,300.0,4,26,0,0
Bon Sante,0,0,3.6,104,3,2359,800.0,1,6,0,0
Cupcake Bliss,0,0,3.7,0,27,1780,250.0,2,29,1,0
Firki Cafe,0,1,3.7,0,13,917,850.0,1,27,1,0
The Chocolate Room,1,0,2.8,43,3,2293,600.0,2,21,0,0
Banashankri Donne Biriyani,1,0,3.7,0,74,2109,300.0,4,18,1,0
Amchoor,1,0,3.8,38,74,956,250.0,2,8,0,1
70 Brigade  Iris Hotel,0,1,3.9,105,13,2656,1000.0,4,6,0,1
Rolls  Co,1,0,3.9,213,74,2220,400.0,4,2,0,1
Himalyan Inn Tibet Kitchen,0,0,3.7,42,74,2608,400.0,4,23,0,0
Java City,1,0,2.6,157,3,2276,450.0,1,16,0,0
Silver Spoon Restaurant,1,0,3.2,55,74,1043,400.0,4,27,0,0
Bawarchi Biryani,1,0,3.4,65,74,2196,350.0,4,3,0,0
Sri Udupi Food Hub,1,1,4.1,176,13,1739,500.0,2,24,0,1
Oyo Empire Juice Shop,0,0,3.7,0,56,2029,100.0,2,26,1,0
Rajathadri Food Fort,1,0,4.0,467,13,1753,600.0,2,24,0,1
TBC Sky Lounge,0,1,4.7,6745,14,33,1000.0,4,12,0,1
Le Casse Crote,1,0,4.4,596,74,414,800.0,4,10,0,1
Entropy Cafe,1,0,4.1,507,3,2327,600.0,2,2,0,1
The Vacationers Cafe,1,0,4.1,306,3,2370,600.0,2,3,0,1
Mealsbaba,1,0,3.6,57,92,917,400.0,2,3,0,0
Sri Datta Biryani House,0,0,3.5,54,74,2292,300.0,2,27,0,0
Caf MH28,1,0,3.4,9,3,2257,300.0,2,20,0,0
Upahara Darshini,0,0,4.2,257,74,1628,150.0,4,16,0,1
New Madhuram,0,0,3.4,7,74,2247,250.0,2,8,0,0
Aha Juice Bar,0,0,3.6,13,56,2010,200.0,2,0,0,0
Hotel Oottupura,0,0,3.6,21,74,1628,200.0,4,29,0,0
The Black Pearl,0,1,4.7,10503,14,1195,1400.0,4,28,0,1
Calvins,1,0,3.8,22,36,218,800.0,3,12,0,1
My Tea House,1,0,3.6,62,79,605,600.0,1,1,0,0
As On Fire,1,0,3.8,174,74,1483,400.0,2,12,0,1
Tawa Ghar Ka,1,0,3.8,331,74,917,350.0,2,29,0,1
Tewari Bros Mithai Shoppie,1,0,3.8,59,86,385,300.0,3,5,0,1
Monkey Bar,1,0,4.3,3888,69,2058,1400.0,2,10,0,1
Taste Of Kolkata,1,0,3.1,59,74,1973,400.0,2,24,0,0
Bangaliana,1,0,3.9,452,13,1963,600.0,2,0,0,1
YummTumm,0,0,3.7,0,0,1780,250.0,2,15,1,0
Laughing Llama Gastropub,1,1,4.3,394,12,456,1600.0,6,20,0,1
Indori Chatorey,1,0,2.8,137,74,1432,300.0,2,16,0,0
Arun Icecreams,0,0,3.4,6,29,548,200.0,2,25,0,0
Juice Berg,1,0,3.8,42,74,2010,150.0,2,19,0,1
Kings Kitchen,1,0,3.3,7,27,2151,500.0,2,28,0,0
Sagar Fast Food,1,0,4.0,76,74,1764,300.0,2,28,0,1
XOOX Brewmill,0,1,4.4,1562,63,859,2000.0,4,28,0,1
Charge by Chefkraft,0,0,3.4,7,3,2331,600.0,4,23,0,0
The Waffles Hut,1,0,3.6,17,29,218,400.0,2,7,0,0
Paratha Darbar,1,0,3.5,15,74,917,400.0,4,2,0,0
Lila Kitchen,1,0,2.9,8,27,917,500.0,2,19,0,0
Kebabs  Kurries  ITC Gardenia,0,1,4.3,355,39,1278,3500.0,4,18,0,1
Kobe Sizzlers,1,0,4.1,1117,13,890,1500.0,4,18,0,1
Ellas Petscape Cafe,0,0,4.0,19,3,2417,700.0,2,14,0,1
RGS Ambur briyani,0,0,3.7,0,74,2127,300.0,2,0,1,0
Cafe Sulaimani,0,0,3.7,0,74,739,300.0,2,26,1,0
Drunkling  Sizzlers and Pub,1,1,4.4,348,14,2561,1000.0,5,3,0,1
Shake Tat Bottle,0,0,3.6,9,78,1996,200.0,3,7,0,0
Lakeview Milkbar,0,0,4.0,1469,32,243,450.0,3,13,0,1
Kamat Hotel,0,0,3.6,60,13,1364,450.0,4,18,0,0
Public Cafe,0,0,3.7,0,27,13,700.0,2,11,1,0
Vindhwashni Bakers Confectioner  Florist,1,0,3.7,0,0,1902,400.0,2,19,1,0
Bhaiyaji Food Court,0,0,3.3,6,74,1274,300.0,4,18,0,0
Oz Pies,1,0,3.8,37,27,1524,400.0,3,17,0,1
Cauvery Fast Food,0,0,3.2,4,74,2521,150.0,4,29,0,0
Java City,1,0,2.6,157,3,2276,450.0,4,16,0,0
Desi Flavours,1,0,3.9,121,74,1027,400.0,4,2,0,1
Brik Oven,0,0,4.6,2293,3,2481,1100.0,4,6,0,1
Vitamin Palace,0,0,4.1,172,3,2300,650.0,4,29,0,1
Imperial Restaurant,1,0,3.7,494,13,2145,700.0,4,8,0,0
Peppa Zzing,1,0,4.3,1133,3,2404,800.0,4,18,0,1
The Rice Bowl,1,1,4.3,500,14,2608,1300.0,2,22,0,1
Omleterian,1,0,3.7,0,27,557,200.0,2,10,1,0
Noodle,0,0,3.7,0,44,2521,500.0,4,17,1,0
The Chaat Shop,0,0,3.2,9,74,1811,100.0,2,4,0,0
Shawarma Time,1,0,3.7,80,74,236,300.0,2,22,0,0
Kritunga Restaurant,0,0,3.8,1159,13,2358,650.0,2,0,0,1
Sanman Veg,0,0,3.5,14,74,1737,250.0,4,13,0,0
Fresh Code,0,0,3.7,0,92,2622,300.0,2,24,1,0
Kolkata Famous Kati Rolls,1,0,3.1,25,92,408,100.0,2,0,0,0
H2h Night Kitchen,0,0,3.7,0,27,1484,300.0,2,2,1,0
Indians Biriyani Point,1,0,3.3,5,74,2082,200.0,4,7,0,0
Delhi Food Factory,1,0,3.7,0,27,917,500.0,2,28,1,0
Namms Cafe,1,0,3.2,8,27,2202,300.0,2,25,0,0
Infinitea Tea Room  Tea Store,1,1,4.3,860,15,63,1000.0,1,20,0,1
Corner House Ice Cream,1,0,4.4,819,29,555,400.0,2,4,0,1
Chungs Chinese Corner,1,0,3.3,204,13,2529,600.0,2,5,0,0
Roof Top Gastro Bar,0,0,3.7,0,76,445,2000.0,6,20,1,0
Sunny Cafe  Kitchen,1,1,3.8,499,7,2342,700.0,4,12,0,1
Arya Bhavan Sweets,0,0,3.2,6,86,849,300.0,3,6,0,0
KC Das,1,0,3.9,370,90,847,200.0,2,18,0,1
Gillys Restobar,0,1,4.5,2713,72,101,1200.0,5,7,0,1
New Udupi Upahar,0,0,3.0,7,74,1737,300.0,2,13,0,0
9 Bowls,1,0,3.7,0,74,504,500.0,4,29,1,0
Jaganath Restaurant And Hotel,0,0,3.2,8,74,917,300.0,4,4,0,0
Little Shangai,0,0,3.3,4,44,2639,400.0,2,29,0,0
3 Spice,1,0,3.9,156,13,999,450.0,2,3,0,1
Venus Biryani,1,0,3.0,143,74,2082,200.0,4,23,0,0
Sea Pot,1,0,3.5,11,13,1611,800.0,4,8,0,0
World on a Swirl,0,0,3.8,46,36,563,300.0,3,4,0,1
SL Vadapav,1,0,4.0,79,74,772,100.0,2,0,0,1
Panchavati Gaurav Thali,0,1,4.0,930,13,1505,800.0,4,6,0,1
Malnad Blossom Coffee  Cream,0,0,3.8,33,3,2257,300.0,1,25,0,1
Goa 0 Km,1,1,3.6,164,13,486,800.0,2,24,0,0
Black Pepper,0,0,3.7,0,74,1359,200.0,4,26,1,0
Just Bake,0,0,3.7,0,0,1902,400.0,2,4,1,0
Indian Coffee House  Restaurant,0,0,4.2,676,13,1737,650.0,2,29,0,1
Koshys,0,0,3.6,53,52,1927,300.0,4,5,0,0
Kairali,1,0,3.9,172,74,1785,300.0,4,29,0,1
Just Shawarma,1,0,3.7,118,74,236,300.0,2,26,0,0
Cheers Pub Bar  Restro,0,1,3.7,0,70,105,1100.0,4,28,1,0
Indus Family Restaurant,1,0,3.8,117,13,971,600.0,2,29,0,1
Midnight Pizza Slurpp,0,0,3.7,99,27,627,700.0,2,2,0,0
Kidambis Kitchen,0,0,3.5,52,74,1628,300.0,2,25,0,0
Cedar Bar  Dive  Hotel Presidency,1,0,3.8,49,76,1449,1200.0,6,21,0,1
Ahmeds Little Hut,1,0,3.7,0,74,287,250.0,2,25,1,0
Ooty Chocolates,1,0,3.6,16,29,218,300.0,2,19,0,0
Rasta,0,0,3.7,0,88,60,1000.0,5,13,1,0
Chaska Box,0,0,3.3,4,92,1902,1400.0,3,14,0,0
FireHouse  Bar  Kitchen,1,1,3.9,751,69,18,1500.0,2,27,0,1
Momo Time,1,0,3.7,0,74,864,300.0,2,12,1,0
Troll Cafe,0,0,3.4,7,3,2257,400.0,1,7,0,0
Onesta,1,1,4.4,9080,15,1474,600.0,2,2,0,1
Yum In My Tum,1,0,4.2,105,74,2555,300.0,2,28,0,1
Odisha Platter,1,0,3.8,295,74,1451,350.0,2,8,0,1
Night Restro,1,0,3.1,224,27,999,500.0,2,3,0,0
Bake Feast,0,0,3.7,0,0,1780,300.0,4,4,1,0
Crystal Grandeur,1,0,3.7,0,13,1043,600.0,2,25,1,0
Natuna Seafood House,1,0,4.1,76,74,1576,450.0,4,3,0,1
Marzipan Cafe  Bakery,1,0,4.2,432,5,2463,700.0,2,20,0,1
A Bar,0,0,3.3,19,76,1160,600.0,6,0,0,0
Oceans Delight,0,0,3.4,13,13,1583,700.0,4,26,0,0
Pallavi North Indian Veg Restaurant,0,0,3.7,246,13,2156,450.0,2,25,0,0
Midnight Mania,1,0,4.1,601,74,1486,700.0,2,4,0,1
Caf Felix,1,1,4.4,691,15,113,1700.0,2,18,0,1
E  City Combos,1,0,3.5,6,92,1740,350.0,2,21,0,0
Punjabi by Nature 20,0,0,4.2,3236,19,917,300.0,2,2,0,1
Upahara Sagar,0,0,3.0,25,74,1737,300.0,2,25,0,0
Rotis Ghar,1,0,3.7,0,92,1244,200.0,2,17,1,0
Hotel Rangoon,1,0,3.7,17,74,2256,300.0,4,6,0,0
Chikpet Donne Biriyani House,1,0,3.3,18,44,2127,400.0,2,19,0,0
Tibbs Frankie,0,0,3.8,24,74,1858,200.0,2,18,0,1
Arya Bhavan Sweets,0,0,3.2,6,86,849,300.0,3,13,0,0
STTYTT,1,0,3.7,0,92,1366,400.0,2,29,1,0
New Ambur Special Dum Biryani,0,0,3.7,0,74,2127,250.0,4,7,1,0
Bakingo,1,0,3.7,0,0,1902,500.0,2,19,1,0
Mels Korner,0,0,3.7,95,74,287,500.0,4,5,0,0
Platter,1,0,2.9,25,74,1840,300.0,2,20,0,0
Fill A Belly Restaurant,0,0,3.6,33,74,1061,300.0,2,14,0,0
Dosa Plaza,1,0,3.8,141,74,1739,200.0,2,3,0,1
Kolkata Famous Katti Rolls,1,0,3.4,8,74,408,200.0,2,8,0,0
Aami Bangali,1,0,3.6,73,13,1963,700.0,4,28,0,0
Double Decker,0,1,4.3,2701,12,146,1300.0,5,5,0,1
Nisarga,1,0,3.6,110,13,2691,500.0,2,11,0,0
Pizza Da Dhaba,0,0,3.2,8,74,401,400.0,4,4,0,0
Sphyre  Gateway Hotel,0,0,3.6,45,53,437,1700.0,5,6,0,0
The Marash,1,0,4.3,70,29,1909,250.0,3,0,0,1
Thalassery Restaurant,1,0,3.7,0,13,1587,600.0,4,24,1,0
Coastal Mama,0,1,4.1,466,13,750,700.0,4,4,0,1
Cakewala,1,0,4.1,232,0,1902,500.0,3,24,0,1
Sri Prasanna Military Hotel,0,0,3.7,0,74,1628,250.0,4,11,1,0
Sagar Kabab Corner,1,0,3.2,38,74,1027,350.0,2,9,0,0
Tripti Hotel  Restaurant,0,0,3.6,18,74,2206,200.0,4,9,0,0
Tharavadu,1,0,3.8,84,74,2646,400.0,4,0,0,1
ABs  Absolute Barbecues,0,1,4.7,1018,13,282,1600.0,0,14,0,1
The Underpass Pub  Grub,0,1,4.0,720,72,452,1500.0,4,24,0,1
Naati house,0,0,3.7,0,13,1737,300.0,4,8,1,0
South Grand,1,0,3.4,102,13,1739,400.0,2,1,0,0
Zyara,1,0,3.9,191,13,1290,650.0,2,26,0,1
Iyengars Bakery,0,0,3.4,14,0,1780,200.0,3,5,0,0
The London Shakes,1,0,3.7,0,56,2017,400.0,2,4,1,0
Elmas Restaurant,1,0,3.4,34,13,1259,650.0,2,29,0,0
Miss Momo,1,0,3.2,13,74,1901,250.0,2,2,0,0
Apsara Hotel,0,0,3.7,0,74,917,150.0,2,13,1,0
Palak Ande Ka Funda,1,0,3.2,91,74,917,300.0,4,8,0,0
Ascharya Hotel,1,0,3.4,11,74,800,300.0,2,2,0,0
The Podium Sports Bar,0,1,3.8,28,76,1496,1200.0,0,8,0,1
Little White Kitchen,1,0,3.8,20,74,2563,200.0,4,20,0,1
Faasos,1,0,3.8,101,27,981,500.0,2,0,0,1
Shanthi Sagar Deluxe,0,0,2.7,54,13,1764,500.0,4,6,0,0
Just Delhiwala,1,0,3.8,80,74,917,300.0,2,17,0,1
Bihar Ki Shan,1,0,3.8,347,74,917,300.0,4,12,0,1
FreshMenu,1,0,3.6,531,27,500,450.0,2,22,0,0
Salt  Indian Restaurant Bar  Grill,1,1,4.4,684,13,1285,1500.0,4,2,0,1
Mirapakaya,0,0,3.7,0,74,1692,300.0,2,14,1,0
Juicemaker,0,0,3.7,38,74,658,250.0,4,23,0,0
Lassi House,0,0,3.7,0,56,2006,150.0,2,26,1,0
Durga Sagar,1,0,3.3,8,74,1628,150.0,4,16,0,0
Vintage Shack,1,1,3.9,161,18,1160,900.0,2,29,0,1
Vijayalakshmi Veg,1,0,3.9,28,74,1628,200.0,2,22,0,1
Biriyani Combo 99,0,0,3.7,0,74,2063,300.0,2,23,1,0
Kabab Korner,1,0,3.9,206,13,1061,500.0,4,5,0,1
Zhangs  Chinese Restaurant,1,0,4.1,588,13,2608,700.0,4,0,0,1
Samosa Singh,1,0,3.7,0,74,1274,250.0,4,28,1,0
Shanmukha,1,0,4.0,788,13,2071,800.0,4,3,0,1
OrganicFeast,1,0,2.9,45,74,1073,400.0,2,21,0,0
Wok And Rolls,1,0,3.7,0,74,2704,300.0,4,3,1,0
Punjabi Swag,1,0,3.9,669,13,917,500.0,2,4,0,1
Jagannath Delicacy,0,1,3.7,0,13,999,500.0,2,8,1,0
Caf MH28,1,0,3.4,9,3,2257,300.0,2,6,0,0
Fish Chain,1,0,3.5,15,74,1768,300.0,4,27,0,0
Hasini Foods,0,0,2.9,21,74,2469,450.0,4,28,0,0
Krazy Factory,0,0,4.0,431,3,2348,300.0,4,29,0,1
Hyderabadi Biryani Hub,1,0,3.5,19,13,2156,600.0,2,17,0,0
Shree Sadguru Refreshment,0,0,3.2,4,74,1660,400.0,2,22,0,0
Bawarchi Restaurant,1,0,3.7,0,93,2166,400.0,2,15,1,0
Pani Kum Chai,1,0,3.9,67,74,287,200.0,4,0,0,1
Kudla  Hotel Ramanashree,1,1,4.2,354,13,1631,1200.0,2,5,0,1
Tapout Tavern,1,1,4.1,326,20,1947,1200.0,4,12,0,1
Cookie Man,1,0,4.0,100,29,1780,150.0,3,28,0,1
Northern Bites,1,0,3.2,51,74,999,400.0,4,24,0,0
Royal Lunch Home,0,0,3.7,0,74,917,150.0,2,2,1,0
The French Loaf,0,0,3.7,0,0,1902,300.0,3,19,1,0
Foodzoo,0,0,3.7,0,27,312,450.0,2,28,1,0
Tummy Fuel,1,0,4.2,450,3,2296,400.0,4,0,0,1
Copper Chimney,1,1,4.1,0,13,963,1200.0,2,15,0,1
Ambur Azad Darbar,0,0,3.1,6,74,1203,250.0,4,25,0,0
Beer Adda,1,1,4.3,549,20,1115,1000.0,4,28,0,1
Me And My Cake,0,0,3.7,0,0,1902,500.0,3,15,1,0
Navabs,1,0,3.7,0,27,999,600.0,2,0,1,0
Ottimo  ITC Gardenia,0,1,4.3,165,39,636,3000.0,4,13,0,1
The Jade Kitchen,1,0,4.0,118,13,2704,600.0,4,24,0,1
No More Hungry,1,0,3.3,214,74,917,450.0,4,23,0,0
Badey Miyan Chote Miyan,1,0,3.7,0,74,2063,300.0,2,14,1,0
Lakeview Milkbar,0,0,2.9,539,32,233,500.0,1,23,0,0
The Breakfast Truck,0,0,3.8,65,74,13,550.0,4,3,0,1
Subway,1,0,3.2,167,74,1544,600.0,4,4,0,0
House of Torte,1,0,3.8,60,4,1846,450.0,2,8,0,1
Beijing Bites,0,0,3.7,175,13,2704,600.0,2,7,0,0
Truffles,0,0,4.5,1181,7,2265,900.0,1,26,0,1
The French Loaf,0,0,3.8,34,0,1924,400.0,2,29,0,1
Sri Ganesh Juice Junction,1,0,3.5,6,56,658,200.0,2,14,0,0
Fresh Bites,1,0,3.3,16,74,603,400.0,2,3,0,0
The Lantern Restaurant  Bar  The RitzCarlton,0,1,4.4,424,41,2521,3500.0,6,20,0,1
Burger Garden,1,0,3.4,7,27,319,300.0,2,12,0,0
The Only Place,1,1,4.2,2938,13,583,1000.0,2,13,0,1
Hi Seoul,1,0,4.1,200,13,753,800.0,2,27,0,1
TGS Retails,0,0,3.3,4,92,1902,600.0,2,0,0,0
Beer Adda,1,1,4.3,554,20,1115,1000.0,4,3,0,1
Pazzo,1,0,4.3,372,13,2070,700.0,4,12,0,1
Tapout Tavern,1,1,4.1,322,20,1947,1200.0,4,17,0,1
Aahar Cafe,0,0,3.7,0,3,2257,300.0,1,10,1,0
Royal Paris,1,0,3.8,71,13,930,1000.0,4,29,0,1
Empire Restaurant,1,0,4.0,3256,13,1315,750.0,0,6,0,1
BelgYum,1,0,3.7,0,29,218,400.0,2,15,1,0
Krispy Kreme,1,0,4.0,254,29,226,300.0,2,3,0,1
Daily Bread,0,0,3.2,64,52,1935,600.0,3,0,0,0
KFC,1,0,3.9,167,49,2232,450.0,4,15,0,1
The Tao Terraces,1,1,4.0,1913,13,1889,2100.0,2,20,0,1
Hotel Godavari,1,0,3.9,222,13,2480,500.0,2,0,0,1
Sri Sai Sagar Food,0,0,3.7,0,74,1837,300.0,4,18,1,0
Kaaram,1,0,3.9,327,13,2247,500.0,2,3,0,1
Hoppipola,0,0,4.3,1721,53,134,1300.0,2,6,0,1
Baskin Robbins,1,0,3.8,108,44,555,250.0,3,21,0,1
Amaravati Food Court,1,0,3.4,6,74,690,300.0,2,19,0,0
The Green Cubes Express,0,0,3.7,0,50,287,350.0,4,19,1,0
Nevermind  Bar  Social,0,1,4.4,221,12,34,2000.0,4,10,0,1
Cupcake Bliss,1,0,3.3,8,0,1780,250.0,2,14,0,0
Imperio Restaurant,1,1,4.5,1228,13,1289,800.0,2,27,0,1
Carnatic,0,1,4.2,191,13,1715,1000.0,4,6,0,1
Hyderabadi Biriyani,1,0,3.4,33,13,2122,800.0,4,17,0,0
Chai Galli,1,0,4.2,819,3,2499,300.0,2,19,0,1
Keventers,1,0,3.7,34,78,231,400.0,3,27,0,0
Berrylicious Cafe,1,0,4.1,125,15,62,900.0,4,18,0,1
A2B  Adyar Ananda Bhavan,1,0,4.2,37,92,1777,200.0,2,0,0,1
Vidyarthi Bhavan,0,0,4.4,4460,74,1628,150.0,4,1,0,1
Lassi Corner,0,0,3.7,0,56,2006,200.0,2,24,1,0
Gangothri Veg Restaurant,1,0,3.7,93,74,1364,300.0,2,3,0,0
Sri Raghavendra Davanagere Benne Dose Hotel,0,0,4.0,36,74,1628,200.0,4,24,0,1
Caf Felix,1,1,4.4,725,15,113,1700.0,4,6,0,1
Juice Magic,0,0,3.7,0,56,650,100.0,2,13,1,0
Amrutha Grand Restaurant,1,0,3.2,204,13,971,500.0,4,17,0,0
CAMP TANDOOR,1,0,3.7,16,74,917,300.0,4,6,0,0
Warm Oven,1,0,4.3,894,27,1902,500.0,2,29,0,1
A1 Fast Food,0,0,3.7,0,74,287,100.0,4,21,1,0
Mist n Creams,1,0,3.7,0,29,548,400.0,2,29,1,0
Sandhya Sagar,0,0,3.7,0,74,1132,300.0,4,6,1,0
Goodness Beverages,1,0,3.4,4,27,1996,250.0,2,29,0,0
Sunehri,0,0,3.8,67,13,1628,500.0,0,13,0,1
Mongolian Kitchen,0,0,3.8,30,74,2615,300.0,4,28,0,1
Sri Vasavi Restaurant,0,0,3.6,30,74,2543,250.0,4,14,0,0
Indian Spice Food,1,0,3.7,0,74,999,300.0,4,23,1,0
Cake Mane,0,0,3.7,0,0,1780,400.0,3,19,1,0
Pizza Cart,1,0,3.8,80,74,1463,800.0,2,0,0,1
The Tower Of Pizza,0,0,2.9,68,92,1485,500.0,2,23,0,0
Meat Up Barbecue  More,0,0,3.7,17,74,1702,400.0,4,26,0,0
Lassi  More,1,0,3.7,0,56,649,150.0,2,28,1,0
Sharmas Malai  Masala,1,0,4.0,457,13,917,550.0,2,12,0,1
Momo Bites,1,0,3.0,21,44,1895,350.0,2,8,0,0
Five Satr Chiken,0,0,3.7,0,74,287,300.0,2,14,1,0
Fresh Pressery Cafe,1,0,4.1,141,3,2428,1200.0,3,2,0,1
Cupcake Bliss,1,0,3.7,0,0,1780,200.0,3,3,1,0
Gelato Italiano,1,0,2.9,17,29,549,200.0,2,13,0,0
Hotel Karavali Beach,1,0,3.5,19,13,1605,500.0,2,7,0,0
Hotel Sri Ayodhya,1,0,3.7,0,74,1628,200.0,2,11,1,0
Mr Beans  Home Cafe,1,1,4.2,2710,3,2359,1000.0,2,25,0,1
Sharmas Malai  Masala,1,0,4.0,457,13,917,650.0,4,2,0,1
Bathinda Dine,1,0,4.0,236,13,917,950.0,2,12,0,1
Le Charcoal,1,1,3.9,328,13,602,600.0,4,19,0,1
Rahhams,1,0,2.6,308,13,900,700.0,4,20,0,0
Dasaprakash Cafe,0,0,3.1,10,3,2257,400.0,1,22,0,0
New Punjabi Hotel,1,0,3.7,180,74,999,400.0,4,28,0,0
Chai Masthi,1,0,3.5,10,74,382,200.0,2,10,0,0
Hotel Toms Restaurant,1,0,4.0,69,13,795,1000.0,2,2,0,1
California Burrito,0,0,4.0,54,74,826,400.0,4,13,0,1
Cafe 22,0,0,2.9,12,3,2401,700.0,1,13,0,0
Kokomo,1,0,4.0,196,27,1883,500.0,2,10,0,1
Rahhams,1,0,2.6,313,13,900,700.0,4,13,0,0
Frolic,1,0,4.0,34,29,663,200.0,3,2,0,1
